Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p562.txt;140;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;180,996;181;14;576;16;1;13;566;
;;935;139,307;22,1743;2728;1880;559-418-413-420-424-164-138-160-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;936;139,587;22,1807;2728;1880;559-418-413-160-420-424-164-138-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;937;139,677;22,2079;2728;1880;559-418-413-160-420-424-164-138-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-33-0-74-327-517-331-330-79-328-32-513-1-111-20-417-422-559
;;938;139,677;22,239;2728;1880;559-418-413-160-420-424-164-138-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-33-0-74-327-517-331-330-79-328-32-513-1-111-20-417-422-559
;;939;139,677;22,2674;2728;1880;559-418-413-160-420-424-164-138-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-33-0-74-327-517-331-330-79-328-32-513-111-20-1-417-422-559
;;940;139,677;22,3457;2728;1880;559-418-413-160-420-424-164-138-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-33-0-74-327-517-331-330-79-328-32-513-111-20-1-417-422-559
;;941;139,677;22,915;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-33-0-74-327-517-331-330-79-328-32-513-111-20-1-417-422-559
;;942;139,677;22,9868;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-404-54-109-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-33-0-74-327-517-331-330-79-328-32-513-111-20-1-417-422-559
;;943;139,677;23,0798;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-404-54-109-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-33-0-74-327-517-331-330-79-328-32-513-111-20-1-417-422-559
;;944;139,677;23,0931;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-404-54-109-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-33-0-74-327-517-331-330-79-328-32-513-111-20-1-417-422-559
;;945;139,397;23,179;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-404-54-109-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-33-0-74-327-517-331-330-79-328-32-513-111-20-1-417-422-559
;;946;139,307;23,2277;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-404-54-109-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;947;139,307;23,2436;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-404-54-109-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;948;139,947;23,2836;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-404-54-109-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;949;139,947;23,3494;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-404-54-109-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;950;139,947;23,3716;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-404-54-109-409-46-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;951;139,947;23,477;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-404-54-109-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;952;139,947;23,9757;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;953;139,947;24,0326;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;954;139,307;24,0986;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;955;139,587;24,1306;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;956;139,587;24,1749;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;957;139,587;24,1821;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;958;139,587;24,2385;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;959;139,587;24,2454;2728;1880;559-418-413-160-420-424-164-138-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;960;139,587;24,2518;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-404-54-109-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;961;139,587;24,2647;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;962;139,937;24,36;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;963;139,307;24,387;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;964;139,917;24,4179;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-0-74-327-517-33-331-330-79-328-32-513-111-20-1-417-422-559
;;965;139,917;24,427;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-0-74-327-517-33-331-330-79-328-32-513-1-20-111-417-422-559
;;966;139,917;24,4407;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-0-74-327-517-33-331-330-79-328-32-513-1-111-20-417-422-559
;;967;139,307;24,4748;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;968;139,587;24,5223;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;969;139,937;24,5287;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;970;139,937;24,5419;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-253-332-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;971;139,587;24,5773;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-253-332-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;972;139,587;24,6158;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;973;139,937;24,6376;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;974;139,937;24,6594;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-109-404-54-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;975;139,937;24,6816;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-109-404-54-409-46-442-444-412-155-488-334-339-253-332-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;976;139,587;24,7176;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-488-334-339-253-332-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;977;139,937;24,7263;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-253-332-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;978;139,587;24,765;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-253-332-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;979;139,587;24,7718;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-253-332-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;980;139,587;24,8009;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-253-332-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;981;139,307;24,8664;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-253-332-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;982;139,937;25,0749;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-253-332-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;983;139,937;25,103;2728;1880;559-418-413-138-160-420-424-164-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-253-332-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;984;139,937;25,1234;2728;1880;559-418-413-138-160-420-424-164-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-253-332-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;985;139,937;25,137;2728;1880;559-418-413-138-160-420-424-164-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;986;139,587;25,1667;2728;1880;559-418-413-160-420-424-164-138-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;987;139,587;25,1951;2728;1880;559-418-413-160-420-424-164-138-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;988;139,587;25,2104;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;989;139,587;25,2267;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;990;139,587;25,2912;2728;1880;559-418-413-160-420-424-164-138-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;991;139,587;25,3872;2728;1880;559-418-413-160-420-424-164-138-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;992;139,937;25,4044;2728;1880;559-418-413-138-160-420-424-164-423-419-421-404-54-109-415-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;993;139,937;25,4427;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-404-54-109-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;994;139,947;25,4602;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-404-54-109-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;995;139,947;25,4972;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-404-54-109-409-46-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;996;139,947;25,5358;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-404-54-109-409-46-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;997;139,947;25,5584;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-404-54-109-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;998;139,587;25,5717;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-404-54-109-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;999;139,587;25,5944;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-404-54-109-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;1000;139,587;25,6919;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-404-54-109-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;1001;139,587;25,7181;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-404-54-109-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;1002;139,587;25,7324;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-404-54-109-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;1003;139,587;25,8574;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-404-54-109-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;1004;139,937;25,8713;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-404-54-109-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;1005;139,937;26,0372;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-404-54-109-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-20-111-1-417-422-559
;;1006;139,937;26,0523;2728;1880;559-418-413-138-160-420-424-164-423-419-421-415-404-54-109-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;1007;139,307;26,0653;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-404-54-109-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;1008;139,307;26,0916;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-404-54-109-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;1009;139,307;26,0987;2728;1880;559-418-413-420-424-164-138-160-423-419-421-109-54-404-415-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;1010;139,307;26,1277;2728;1880;559-418-413-420-424-164-138-160-423-419-421-109-54-404-415-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;1011;139,937;26,1614;2728;1880;559-418-413-138-160-420-424-164-423-419-421-109-54-404-415-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;1012;139,587;26,168;2728;1880;559-418-413-160-420-424-164-138-423-419-421-109-54-404-415-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-111-20-417-422-559
;;1013;139,587;26,2708;2728;1880;559-418-413-160-420-424-164-138-423-419-421-109-54-404-415-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;1014;139,587;26,3005;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-404-54-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;1015;139,947;26,7238;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-109-404-54-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;1016;139,947;26,7302;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
;;1017;139,947;26,7708;2728;1880;559-418-424-164-423-419-138-160-420-413-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;1018;139,947;26,8223;2728;1880;559-418-424-164-419-423-138-160-420-413-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;1019;139,307;26,8283;2728;1880;559-418-413-420-424-164-138-160-423-419-421-415-109-404-54-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;1020;139,587;26,8458;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559
;;1021;139,677;26,9259;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-124-55-83-519-33-0-74-327-517-331-330-79-328-32-513-1-20-111-417-422-559
;;1022;139,677;27,0014;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-33-0-74-327-517-331-330-79-328-32-513-1-20-111-417-422-559
;;1023;139,677;27,157;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-33-0-74-327-517-331-330-79-328-32-513-111-20-1-417-422-559
;;1024;139,677;27,2539;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-253-332-335-34-124-55-83-519-33-0-74-327-517-331-330-79-328-32-513-111-20-1-417-422-559
;;1025;139,677;27,4147;2728;1880;559-418-413-160-420-424-164-138-423-419-421-415-109-54-404-409-46-442-444-412-155-488-334-339-332-253-335-34-124-55-83-519-33-0-74-327-517-331-330-79-328-32-513-111-20-1-417-422-559
